month_index,predicted,lo_5,hi_95
46,1.0,0.6259798143992797,0.8481934028993825
47,0.9768574731688398,0.6497948863531057,0.871358284356965
48,0.9477562303320518,0.6736727157910902,0.8931400665613896
49,0.9134494950358203,0.6975227537529443,0.9133534228219244
50,0.8747800586208606,0.7212479932552147,0.9318198093692525
51,0.8326392623499189,0.7447454274857872,0.9483705935353793
52,0.7879276687981833,0.7679066422537801,0.9628501584746257
53,0.7415199907838047,0.7906185457677132,0.9751188923880078
54,0.6942360813981479,0.8127642356235038,0.9850559681145972
55,0.646818963507884,0.8342239992672924,0.9925618211402517
56,0.5999201088762229,0.8548764402409781,0.9975602407388205
57,0.5540915484161183,0.8745997183352155,0.9998293080361044
58,0.5097839485142748,0.8932728875081163,0.9999469152124772
59,0.46734952997346896,0.9107773112447408,0.9999999999999999
60,0.42704861510216424,0.9269981311171346,0.9999999999999999
61,0.3890586283903049,0.94182576085089,0.9999406414571754
62,0.35348450527362185,0.955157375404476,1.0
63,0.3203696422861735,0.9507722305295575,1.0
64,0.2897067179711074,0.9466295095637525,1.0
65,0.2614479036226109,0.9298583653803737,1.0
66,0.23551415131064957,0.9111900073560485,1.0
67,0.21180338609631985,0.890794323966046,0.999346069869756
68,0.19019753781837637,0.8688507586312357,0.9997366710777404
69,0.17056842695852337,0.8455451851011712,0.9999990175782183
70,0.1527825726334158,0.8210668547989666,0.9989046624249192
71,0.13670502339142682,0.7956054918635591,0.9958938604436307
72,0.12220232798120084,0.7693485998829128,0.9909906582615194
73,0.1091447679690046,0.7424790311090195,0.9842323924986041
74,0.09740797071736772,0.7151728551125006,0.9756700713122267
75,0.08687401276631952,0.6875975501311131,0.9653675633399497
76,0.07743211234020267,0.6599105274397731,0.9534005983843781
77,0.06897899717455741,0.6322579874280336,0.9398556062946104
78,0.06141902124261217,0.6047740960720253,0.924828423978485
79,0.05466409198098574,0.5775804623411072,0.9084229028065179
80,0.048633458689526676,0.5507858908588825,0.8907494498045992
81,0.04325340311504419,0.5244863798024715,0.8719235360003174
82,0.0384568648795991,0.4987653314410353,0.8520642041640473
83,0.03418302734230749,0.4736939416875908,0.8312926060938306
84,0.030376883593814588,0.44933173533010096,0.8097305966911497
85,0.026988797449896972,0.4257272149636792,0.7874994085450926
86,0.023974070399403694,0.4029185938106823,0.7647184267784727
87,0.02129252233750559,0.38093458534915836,0.7415040797041712
88,0.018908091451926012,0.35979522575633144,0.7179688565758204
89,0.01678845671369988,0.3395127084266708,0.6942204595575632
90,0.014904684955147877,0.32009221309057534,0.670361093121972
91,0.013230903410307387,0.30153271521985126,0.646486890523665
92,0.011743997774494192,0.28382776437117485,0.6226874738692427
93,0.010423335249569376,0.2669662228278091,0.5990456416629043
94,0.009250511630140026,0.2509329583163352,0.5756371755751443
95,0.008209121212865444,0.23570948668230546,0.5525307565587586
96,0.007284548143644334,0.22127456220554442,0.529787979301383
97,0.006463777729659758,0.20760471473325262,0.5074634533205213
98,0.00573522621441405,0.19467473402643634,0.48560497872776254
99,0.005088587527789329,0.18245810267736629,0.46425378475865514
100,0.004514695567213425,0.17092737969069058,0.4434448195250984
101,0.004005400630479098,0.1600545373575843,0.4232070800393932
102,0.0035534586982512305,0.1498112544197205,0.4035639723267874
103,0.003152432349224013,0.14016916874538393,0.38453369233410706
104,0.0027966021791208232,0.13110009284916177,0.36612961930903765
105,0.002480887683248834,0.12257619560235682,0.34836071432712473
106,0.0022007766489852308,0.11457015342390624,0.3312319176475954
107,0.0019522621879078503,0.10705527412883592,0.3147445395570811
108,0.0017317866163256111,0.10000559645816363,0.2988966402909315
109,0.0015361914671316716,0.09339596813329802,0.28368339548941757
110,0.0013626729848992634,0.08720210507971997,0.269097444440124
111,0.0012087425198786079,0.08140063425743618,0.255129219072009
112,0.0010721912950953105,0.07596912232598155,0.24176725229831497
113,0.0009510590742614523,0.07088609216470891,0.22899846485507994
114,0.0008436063069253582,0.0661310290685684,0.21680843025198893
115,0.00074828937148281,0.061684378248296666,0.2051816178469989
116,0.0006637385766533522,0.05752753508378774,0.1941016143810117
117,0.0005887386181021504,0.05364282941157204,0.1835513245700416
118,0.0005222112193717788,0.05001350497239422,0.17351315155640729
119,0.0004631997154826953,0.04662369500302588,0.1639691581741485
120,0.0004108553637570233,0.04345839482751321,0.1549012100936543
121,0.0003644251898924458,0.0405034321866288,0.14629110198268122
122,0.00032324119831917525,0.03774543593979723,0.1381206678613726
123,0.0002867107946520296,0.03517180368048308,0.13037187684295834
124,0.00025430828482215145,0.0327706687232111,0.12302691544438593
125,0.000225567330440927,0.030530866847210833,0.11606825762653004
126,0.00020007425329678834,0.028441903117338907,0.1094787236856638
127,0.00017746209378159079,0.026493919046623227,0.1032415290698561
128,0.0001574053386392492,0.024677660315723104,0.0973403241386864
129,0.00013961524286274152,0.022984445222071524,0.09175922582454998
130,0.00012383567896036374,0.02140613399476746,0.0864828420908283
131,0.00010983945427980497,0.019935099079777908,0.08149629001795261
132,9.742504371931675e-05,0.01856419647309447,0.07678520828420977
133,8.641369105884737e-05,0.017286738156630423,0.07233576474505476
134,7.664683739090949e-05,0.016096465672346023,0.0681346597535112
135,6.798383979315311e-05,0.014987524853910021,0.06416912580555509
136,6.029994752640312e-05,0.013954441721742837,0.06042692403861026
137,5.348450672073982e-05,0.012992099536185332,0.056896338058729554
138,4.743936777926318e-05,0.012095716994478629,0.05356616552286016
139,4.207747263017531e-05,0.011260827549941854,0.050425707856868486
140,3.732160153342466e-05,0.010483259825947664,0.04746475844773561
141,3.3103261434628826e-05,0.009759119092800314,0.044673589609466234
142,2.9361699888583357e-05,0.009084769772224412,0.04204293858668272
143,2.6043030376081283e-05,0.008456818931707216,0.03956399282746807
144,2.3099456436535872e-05,0.00787210072925485,0.03722837472761437
