month_index,predicted,lo_5,hi_95
1,1.08320424729469e-26,1.4476225395865825e-36,7.686398105128189e-22
2,1.1494691697713057e-18,1.2813420857125346e-25,2.5548253150872967e-15
3,1.1106049635758537e-14,3.706614247424304e-20,4.573203823595103e-12
4,3.591682314534829e-12,1.1371080071110671e-16,5.209053095552192e-10
5,2.091168261953769e-10,3.451440863095257e-14,1.4595376576883957e-08
6,4.413575649651733e-09,2.5295965935386322e-12,1.7764479476680264e-07
7,4.8074764127479997e-08,7.336254512706955e-11,1.2538354742796406e-06
8,3.3045484260589033e-07,1.1155509932651528e-09,6.053529015825703e-06
9,1.6233366236008716e-06,1.0586438127712174e-08,2.2148745369227415e-05
10,6.184942311926217e-06,7.031158558604725e-08,6.570060142244448e-05
11,1.9336381976400562e-05,3.541138265966737e-07,0.0001655341062131452
12,5.164581738080317e-05,1.4325255292905783e-06,0.0003662463187878521
13,0.00012140032602191392,4.840351009607653e-06,0.0007292840598983467
14,0.0002568514213840362,1.4098274848725237e-05,0.0013314471041922845
15,0.0004976794003198057,3.6270207936030804e-05,0.0022609018093808437
16,0.0008952409522284648,8.401356274184116e-05,0.0036113048119746447
17,0.001511390802919816,0.00017791404647770717,0.005474923618569903
18,0.0024159255295173473,0.00034875021980443024,0.007935692459293731
19,0.003682919336258253,0.0006379873192219696,0.011078309039767066
20,0.00538636702994258,0.001083498456947182,0.015000686302353784
21,0.007595606615906571,0.0017509446418384489,0.01970132580063
22,0.010370972529084086,0.0027084601512440114,0.025186445371836508
23,0.013760052313552634,0.004029689783845551,0.03143648789507829
24,0.01779480983190656,0.005785842103268808,0.03840753135661718
25,0.022489719604627624,0.007984066698020431,0.04603391401594855
26,0.02784094686126672,0.010722888733560997,0.05423171767041747
27,0.03382651714442301,0.014052408847988555,0.06328632444006022
28,0.040407352870426544,0.018010400335254848,0.07358305179614155
29,0.04752901266448461,0.022620077669334892,0.08430905279969413
30,0.05512395010295298,0.027902785046319125,0.09531532200703881
31,0.06311410760356032,0.034227747164302304,0.10474805530017309
32,0.07141367389087319,0.04133381968643895,0.11343775877067615
33,0.07993185513674982,0.048434472465330884,0.12178424642556573
34,0.0885755365053535,0.05602957384612594,0.12977496866926166
35,0.09725173916701238,0.06404991009867474,0.13734431064679625
36,0.10586980545835596,0.0724248193013036,0.1458370645861869
37,0.11434327010347557,0.08106261079371697,0.15339383693016817
38,0.12259139727983803,0.08994007418097782,0.16248261111230433
39,0.13054038134922938,0.09919309821101178,0.17113838601783882
40,0.13812422320889894,0.10846398918275439,0.178365636267447
41,0.14528530465612094,0.11766561089163775,0.18455396418995232
42,0.15197469027801194,0.12669769321060914,0.1882713821589181
43,0.15815219064742753,0.13547037439076953,0.19010559082435186
44,0.1637862225272827,0.14390250784302946,0.1955002473355611
45,0.16885350185220027,0.15192088770181117,0.2005527122979656
46,0.17333860392338976,0.1584295770227688,0.20459180860213674
47,0.17723342292263614,0.16411659430077602,0.20778787226444762
48,0.18053655986672867,0.168577238999834,0.21127115638191551
49,0.18325266476593688,0.1734838900889623,0.21394777922683225
50,0.185391755242544,0.17763446852789372,0.21481058757440827
51,0.18696853037855848,0.18242776132816413,0.21674136612471565
52,0.1880016952203112,0.18157726335661248,0.21708413325191367
53,0.1885133082576431,0.17968573714133845,0.2177583696598008
54,0.18852816137108502,0.17790285634931177,0.2186463315225017
55,0.1880731992308206,0.17813731844020134,0.21867290639282816
56,0.18717698294590465,0.17554119431602946,0.21784608581431958
57,0.18586920089629716,0.17403749499068627,0.2170701009821406
58,0.18418022811863688,0.17224578883958647,0.2149494619602539
59,0.18214073433730937,0.1694494123408306,0.21158468036787567
60,0.1797813397091364,0.16602175787393647,0.20836290156759962
61,0.1771323165547462,0.1624358556223074,0.2064622564096431
62,0.17422333475376592,0.15871672354329988,0.2026797432057992
63,0.17108324805648314,0.15488786794678752,0.19845824701649972
64,0.16773991828513377,0.15097126109613165,0.19452790258558225
65,0.1642200742390637,0.14698733844985215,0.19147249519767476
66,0.1605492020575798,0.1428906487216666,0.18594082751295182
67,0.1567514638126501,0.13860940000648145,0.18165180738807563
68,0.15284964118350075,0.13372099848427713,0.17684088398417042
69,0.14886510119167654,0.12851365695675923,0.1725181776730062
70,0.14481778113560284,0.12338645338332263,0.16773679102676867
71,0.14072619004746334,0.11835217783335868,0.1629146825274554
72,0.1366074241934669,0.11448851048062494,0.15844107697740198
73,0.1324771943441583,0.11072114275797375,0.15330738142810107
74,0.1283498627485757,0.10702325516270167,0.14829916222153597
75,0.12423848795028944,0.10338559797878115,0.14378552349053098
76,0.12015487578121907,0.09981351821987987,0.1392452056872947
77,0.1161096350581044,0.09631159656193511,0.1346934021246508
78,0.11211223668478244,0.09202257369662933,0.13014627041413757
79,0.10817107502985444,0.08826729474187614,0.12558771570933558
80,0.10429353060322831,0.08482975924011142,0.12087826076853862
81,0.10048603319612052,0.08099073156982799,0.11623110058878212
82,0.09675412477746452,0.07728149124272997,0.1116532601746337
83,0.09310252155555813,0.07370226164281272,0.10715749101563844
84,0.08953517471769508,0.07025265994641526,0.10275390761760414
85,0.08605532945302752,0.06695377879231262,0.09844975845866481
86,0.08266558194571937,0.06380715272844384,0.09425112905197452
87,0.07936793409728224,0.06078222944575047,0.09016302796758813
88,0.07616384579963908,0.05787701392201683,0.08618947130985494
89,0.07305428463467077,0.05508922444335607,0.08233356498191617
90,0.07003977292256455,0.05177592623584271,0.07859758420114404
91,0.06712043208091846,0.04870919432606528,0.07508590135286407
92,0.06429602428996828,0.04658956460315246,0.07179373496507867
93,0.061565991487180116,0.04455356617787473,0.0687481469456219
94,0.05892949173738846,0.042604595057410946,0.06605683720887404
95,0.05638543304326362,0.04053393501720081,0.06305418342299506
96,0.0539325046756797,0.03848874108344773,0.06040696234078076
97,0.051569206115016974,0.03653727837889093,0.05791612750421023
98,0.0492938737030231,0.03467624825569471,0.05521197079397089
99,0.047104705110963714,0.03290236055009367,0.05280552558680895
100,0.04499978173378439,0.031212347979916222,0.050302103058319336
101,0.04297708912220591,0.029602978617507672,0.04786695964763467
102,0.04103453556535551,0.027885417719746744,0.0455266696175757
103,0.039169968935977045,0.02620943792823541,0.04323247070374802
104,0.03738119190865986,0.024722510661798657,0.040989882335733675
105,0.03566597565908978,0.02353303019648704,0.03884871367192622
106,0.03402207214923024,0.0222942622469912,0.037006810513427704
107,0.03244722509971795,0.020988620342819165,0.03527795523572773
108,0.0309391797467516,0.019755167116710774,0.033506131231447946
109,0.02949569147646294,0.018590385714339484,0.03181452486512437
110,0.028114533425278393,0.01749087868243653,0.030200363272150914
111,0.026793503130197575,0.016453370035908136,0.028660882457698322
112,0.025530428308276065,0.015474706362575282,0.027193338207377137
113,0.02432317183998736,0.014551857089550299,0.025795015621170043
114,0.02316963602656743,0.013681914023857884,0.024463237383643643
115,0.022067766186974775,0.012862090269232972,0.023191091485056006
116,0.021015553655747473,0.012089718611073096,0.021979062456860755
117,0.02001103823882722,0.011362249452272783,0.020826280941036612
118,0.019052310180373302,0.010677248374109797,0.019755804493934527
119,0.01813751168971219,0.01003239338845656,0.01880363411433167
120,0.017264838073874213,0.009425471940331867,0.017895288593662705
121,0.016432538517659127,0.008854377713153018,0.017028962675911894
122,0.01563891654985242,0.008317107282967329,0.016202904967508636
123,0.014882330231080406,0.007803765521691449,0.015427299817214395
124,0.014161192095847873,0.007313238056093391,0.014696497249800496
125,0.013473968878538242,0.006853645172476094,0.013999294545400824
126,0.012819181050569442,0.00642237287688424,0.013334261289512584
127,0.01219540219348874,0.006017749883789241,0.012700016731886967
128,0.011601258230541197,0.0056381949890165145,0.012095229171055455
129,0.011035426537159169,0.005282213174968548,0.011518615217515644
130,0.01049663494888532,0.00494839177152873,0.01096893895319678
131,0.009983660683449391,0.004635396687782227,0.01044501100316052
132,0.009495329192065178,0.004341968727062188,0.009945687533954346
133,0.009030512953488352,0.004066919995498044,0.009469869191613096
134,0.008588130222972116,0.003809130412182191,0.009016499990993647
135,0.008167143746968015,0.00356754432725693,0.008584566166921924
136,0.007766559453237284,0.00334116725263217,0.008173094996523451
137,0.007385425124954559,0.003129062708653799,0.0077811536010915444
138,0.007022829066397641,0.0029482623059837953,0.007407847734917332
139,0.006677898766914129,0.0027795159506103636,0.0070523205676545535
140,0.006349799569033666,0.002620500054469292,0.006713751466014991
141,0.006037733345848607,0.002470655610108411,0.006391354779884028
142,0.005740937192107139,0.0023294550409662606,0.006084378637301018
143,0.005458682132849674,0.002196400527569881,0.005792103752165339
144,0.005190271852864756,0.0020635407238424504,0.005513842247999796
145,0.00493504144974017,0.0019299938392855214,0.005248936500623555
146,0.0046923562128341634,0.0018050685776552415,0.004996758002153959
147,0.004461610430088167,0.0016882154017332654,0.004756706248368025
148,0.00424222622423894,0.0015789187913530294,0.004528207651102797
149,0.004033652419664963,0.0014766952590272969,0.004310714477060488
150,0.0038353634408129274,0.0013810914675025014,0.004114474388847815
151,0.003646858242893429,0.001291682445600025,0.003933596632837969
152,0.0034676592753084424,0.0012080698986324423,0.0037608094248791687
153,0.0032973114780716914,0.001129880609644792,0.0035957494815711997
154,0.00313538131130742,0.0010567649277233423,0.003438069539352156
155,0.002981455817758418,0.0009883953396317758,0.003287437689626584
156,0.002835141718099479,0.0009244651210734058,0.003143536737148265
157,0.002696064538736522,0.0008646870639351897,0.003006063581282585
158,0.002563867771670875,0.0008087922759406487,0.0028747286197281573
159,0.002438212065923034,0.0007565290492228189,0.002749255174240686
160,0.002318774449937418,0.0007076617944216634,0.0026272034384966247
161,0.0022052475843294538,0.0006619700370117451,0.002514277943203914
162,0.002097339044286061,0.0006192474726727892,0.0024063228956258185
163,0.0019947706308899357,0.0005793010786269221,0.0023031164334430957
164,0.0018972777106063788,0.0005419502779806469,0.0022043977459315933
165,0.0018046085821461714,0.000507026154225025,0.0021094958314261895
166,0.001716523869900457,0.00047437071316414216,0.0020187811848427473
167,0.001632795943131459,0.0004438361896580566,0.0019320661292218037
168,0.0015532083600955052,0.00041528439668148435,0.0018491714229775691
169,0.0014775553362729977,0.00038858611431339,0.0017699258876919708
170,0.0014056412358811599,0.0003636205163841003,0.0016941660513764385
171,0.0013372800858504285,0.0003402746326157134,0.001621735806658019
172,0.0012722951114534783,0.0003184261840045037,0.0015524860833555033
173,0.0012105182927862582,0.00029780657622894495,0.001486274534921176
174,0.0011517899413133375,0.00027853545486155473,0.00142296523823493
175,0.0010959582957040192,0.00026052414492294066,0.0013624284062486182
176,0.0010428791362023133,0.0002436898003939861,0.0013045401129912894
177,0.000992415416790642,0.00022795502439668425,0.001249182030457935
178,0.000944436914426028,0.0002132475135924071,0.0011962411769178129
179,0.0008988198946462884,0.0001994997253201677,0.001145609676191162
180,0.0008554467928637661,0.00018664856607989258,0.0010971845274567063
181,0.000814205910684347,0.00017463510004431704,0.0010508673851656514
182,0.0007749911266099726,0.00016340427635815055,0.0010065643486512565
183,0.0007377016205035521,0.0001529046740546156,0.000964185761036452
184,0.0007022416112160845,0.00014328350717680868,0.0009236460170553489
185,0.0006685201067962008,0.00013432267005413287,0.0008848633794173879
186,0.0006364506667232145,0.00012593073690128805,0.0008477598033561252
187,0.0006059511756249599,0.00011807115954575415,0.000812260769017295
188,0.000576943627961685,0.00011070975606931774,0.0007782951213531973
189,0.0005493539231772856,0.00010381455724475954,0.0007457949172030653
190,0.0005231116708382726,9.735566288671887e-05,0.0007146952792508033
191,0.0004981500052999673,9.124035363282502e-05,0.0006849342565633393
192,0.000474405409457938,8.548033022148072e-05,0.0006564526914243241
193,0.000451817547160672,8.008945086339256e-05,0.0006291940921889501
194,0.00043032910387713115,7.504376753826274e-05,0.0006031045118965679
195,0.0004098856352298145,7.032089940156663e-05,0.0005781243626893048
196,0.00039043542302057924,6.589992980231549e-05,0.0005540877366123643
197,0.0003719293383924312,6.176131005392318e-05,0.0005310836007949633
198,0.0003543207117860689,5.788676952025634e-05,0.0005072572416852801
